Gene ID	SYMBOL	Fold Change(T/S)	q-value(%)	Component
242053_at		6.224	1.53	Tumour
205402_x_at	PRSS2	2.977	1.53	Tumour
203962_s_at	NEBL	3.517	1.53	Tumour
218022_at	VRK3	2.232	1.53	Tumour
217961_at	FLJ20551	2.925	2.29	Tumour
201886_at	WDR23	2.718	2.29	Tumour
228191_at		2.489	2.29	Tumour
229053_at	SYT17	2.906	2.29	Tumour
227177_at	CORO2A	2.883	2.29	Tumour
229754_at		2.089	2.29	Tumour
223470_at	PIGM	2.376	2.29	Tumour
227356_at	TMCC1	2.49	2.29	Tumour
202178_at	PRKCZ	2.768	2.29	Tumour
201074_at	SMARCC1	2.411	2.29	Tumour
216305_s_at	C2orf3	2.151	2.29	Tumour
215773_x_at	PARP2	2.164	2.29	Tumour
214332_s_at	TSFM	2.821	2.29	Tumour
213741_s_at	KPNA1	2.218	2.29	Tumour
205260_s_at	ACYP1	2.581	2.29	Tumour
210749_x_at	DDR1	3.695	2.29	Tumour
230630_at		2.088	2.29	Tumour
202475_at	TMEM147	2.523	2.29	Tumour
224129_s_at	LOC84661	2.043	2.29	Tumour
1553220_at	ALS2CR13	3.873	2.29	Tumour
209591_s_at	BMP7	4.774	2.29	Tumour
214173_x_at	C19orf2	2.352	2.29	Tumour
212973_at	RPIA	2.083	2.29	Tumour
242228_at		2.669	2.29	Tumour
233396_s_at	CSRP2BP	2.009	2.29	Tumour
224877_s_at	MRPS5	2.042	2.29	Tumour
201015_s_at	JUP	2.001	2.29	Tumour
209108_at	TSPAN6	2.418	2.29	Tumour
225463_x_at	GPR89A /// LOC653	2.03	2.29	Tumour
1569191_at	FLJ44894	2.813	2.29	Tumour
206683_at	ZNF165	4.971	2.29	Tumour
237054_at		2.219	2.29	Tumour
223414_s_at	LYAR	2.166	2.29	Tumour
1554098_at	SPIN3	3.44	2.29	Tumour
1558135_at	TAF11	2.765	2.29	Tumour
218398_at	MRPS30	2.124	2.29	Tumour
208791_at	CLU	3.318	2.29	Tumour
214804_at		2.191	2.29	Tumour
244147_at	KIAA1217	2.369	2.29	Tumour
219916_s_at	RNF39	3.164	2.29	Tumour
220119_at	EPB41L4A	2.851	2.29	Tumour
215813_s_at	PTGS1	4.515	2.29	Tumour
235530_at	LOC646040	2.323	2.29	Tumour
224913_s_at	TIMM50	2.085	2.29	Tumour
33323_r_at	SFN	2.288	2.29	Tumour
213622_at	COL9A2	4.711	2.29	Tumour
205235_s_at	MPHOSPH1	2.615	2.29	Tumour
223382_s_at	ZNRF1	2.095	2.29	Tumour
229276_at	IGSF9	2.362	2.29	Tumour
227103_s_at	MGC2408	2.879	2.29	Tumour
223448_x_at	MRPS22	2.037	2.29	Tumour
231470_at	LOC400680	2.806	2.29	Tumour
223540_at	PVRL4	3.21	2.29	Tumour
201250_s_at	SLC2A1	7.931	2.29	Tumour
220816_at	EDG7	7.277	2.29	Tumour
205317_s_at	SLC15A2	2.967	2.29	Tumour
242871_at	PAQR5	2.116	2.29	Tumour
208512_s_at	MLLT4	2.237	2.29	Tumour
243514_at		2.701	2.29	Tumour
236421_at	ANKRD45	3.845	2.29	Tumour
223306_at	EBPL	2.912	2.29	Tumour
217150_s_at	NF2	2.334	2.29	Tumour
208165_s_at	PRSS16	4.686	2.29	Tumour
200657_at	SLC25A5	2.013	2.29	Tumour
209709_s_at	HMMR	5.573	2.29	Tumour
208358_s_at	UGT8	2.128	2.29	Tumour
226016_at	CD47	2.099	2.29	Tumour
222946_s_at	C1orf135	2.452	2.29	Tumour
1557812_a_at		2.668	2.29	Tumour
221923_s_at	NPM1	2.248	2.29	Tumour
236161_at		11.085	2.29	Tumour
236476_at	MTCP1	2.287	2.29	Tumour
206157_at	PTX3	4.363	2.29	Tumour
209990_s_at	GABBR2	2.233	2.29	Tumour
204119_s_at	ADK	2.028	2.29	Tumour
210325_at	CD1A	2.525	2.29	Tumour
214670_at	ZKSCAN1	2.587	2.29	Tumour
203009_at	BCAM	3.194	3.46	Tumour
218663_at	HCAP-G	2.615	3.46	Tumour
240275_at	ARMC3	2.716	3.46	Tumour
222799_at	HSPC049	2.425	3.46	Tumour
229211_at	LOC285193	2.306	3.46	Tumour
205004_at	NKRF	2.586	3.46	Tumour
242028_at	ZNF564	4.403	3.46	Tumour
211320_s_at	PTPRU	2.708	3.46	Tumour
223556_at	HELLS	4.855	3.46	Tumour
227512_at	LOC92312	3.684	3.46	Tumour
229811_at		2.476	3.46	Tumour
1561343_a_at	LOC150005	4.314	3.46	Tumour
238514_at	TMEM25	2.199	2.29	Tumour
207749_s_at	PPP2R3A	2.089	2.29	Tumour
223339_at	ATPIF1	2.338	2.29	Tumour
229104_s_at	GPR39	3.401	2.29	Tumour
225010_at	CCDC6	2.373	2.29	Tumour
229610_at	CKAP2L	3.315	2.29	Tumour
1560066_at		3.467	2.29	Tumour
1566734_at	LOC283454	3.806	2.29	Tumour
1553336_a_at	MIER3	2.09	2.29	Tumour
223946_at	CRSP3	2.441	2.29	Tumour
231937_at		2.259	2.29	Tumour
226975_at	RNPC3	2.234	2.29	Tumour
226458_at		3.389	2.29	Tumour
219220_x_at	MRPS22	2.056	2.29	Tumour
214534_at	HIST1H1B	2.564	2.29	Tumour
225601_at	HMGB3	2.892	2.29	Tumour
1565656_x_at		2.346	2.29	Tumour
227455_at	C6orf136	2.328	2.29	Tumour
216060_s_at	DAAM1	2.513	2.29	Tumour
203286_at	RNF44	2.105	2.29	Tumour
221520_s_at	CDCA8	3.788	2.29	Tumour
241937_s_at	WDR4	2.432	2.29	Tumour
213506_at	F2RL1	3.942	2.29	Tumour
235929_s_at		2.377	2.29	Tumour
203632_s_at	GPRC5B	2.169	2.29	Tumour
205531_s_at	GLS2	2.541	2.29	Tumour
235848_x_at		2.572	2.29	Tumour
213945_s_at	NUP210	3.483	2.29	Tumour
212949_at	BRRN1	2.994	2.29	Tumour
211615_s_at	LRPPRC	2.686	2.29	Tumour
202094_at	BIRC5	2.822	2.29	Tumour
223481_s_at	MRPL47	2.122	2.29	Tumour
202330_s_at	UNG	2.024	2.29	Tumour
228092_at	CREM	2.372	2.29	Tumour
214975_s_at	MTMR1	2.977	2.29	Tumour
1554921_a_at	SCEL	8.472	2.29	Tumour
211470_s_at	SULT1C1	2.309	2.29	Tumour
203023_at	HSPC111	6.556	2.29	Tumour
1568853_at		2.987	2.29	Tumour
210409_at	LOC653483	5.044	2.29	Tumour
219133_at	OXSM	2.798	2.29	Tumour
203715_at	TBCE	2.25	2.29	Tumour
227919_at	UCA1	6.545	2.29	Tumour
202018_s_at	LTF /// LOC643	6.335	2.29	Tumour
201259_s_at	SYPL1	2.021	2.29	Tumour
218886_at	PAK1IP1	2.496	2.29	Tumour
236075_s_at	ZNF232	2.28	2.29	Tumour
223412_at	KBTBD7	2.659	2.29	Tumour
215022_x_at	ZNF33B	3.34	2.29	Tumour
218440_at	MCCC1	2.493	2.29	Tumour
210932_s_at	RNF6	2.269	2.29	Tumour
239210_at	PBX1	2.066	2.29	Tumour
218819_at	INTS6	3.547	2.29	Tumour
222893_s_at	C1orf82	2.708	2.29	Tumour
225432_s_at	CSRP2BP	2.544	2.29	Tumour
238669_at	PTGS1	3.48	2.29	Tumour
229886_at	FLJ32363	3.312	2.29	Tumour
209759_s_at	DCI	2.113	2.29	Tumour
242474_s_at	LOC203547	2.924	2.29	Tumour
208250_s_at	DMBT1 /// LOC	3.037	2.29	Tumour
206658_at	UPK3B	3.419	2.29	Tumour
218947_s_at	PAPD1	2.898	2.29	Tumour
225203_at	PPP1R16A	4.647	2.29	Tumour
203108_at	GPRC5A	3.693	2.29	Tumour
224564_s_at	RTN3	2.106	2.29	Tumour
226644_at	MIB2	2.175	2.29	Tumour
1569661_at	NPAS3	2.632	2.29	Tumour
230198_at	WDR37	3.765	2.29	Tumour
209811_at	CASP2	2.569	2.29	Tumour
227619_at	WRNIP1	3.014	2.29	Tumour
214086_s_at	PARP2	2.29	2.29	Tumour
223200_s_at	LSG1	2.24	2.29	Tumour
231895_at	SASS6	2.073	2.29	Tumour
231003_at	SLC35B3	2.049	2.29	Tumour
233177_s_at	PNKD	2.491	2.29	Tumour
238039_at		2.607	2.29	Tumour
210059_s_at	MAPK13	2.008	2.29	Tumour
242222_at	LOC440894	3.638	2.29	Tumour
211949_s_at	NOLC1	2.06	2.29	Tumour
243552_at		2.664	2.29	Tumour
226481_at	VPRBP	2.092	2.29	Tumour
229927_at	LEMD1	3.15	2.29	Tumour
243550_at	ZDHHC21	2.348	2.29	Tumour
228138_at	ZNF498	2.013	2.29	Tumour
201563_at	SORD	2.401	2.29	Tumour
218424_s_at	STEAP3	2.754	2.29	Tumour
209902_at	ATR /// LOC648	2.122	2.29	Tumour
211695_x_at	MUC1	4.954	2.29	Tumour
225767_at		3.307	2.29	Tumour
229801_at	C10orf47	3.533	2.29	Tumour
209796_s_at	TMEM4	2.195	2.29	Tumour
227796_at	ZFP62 /// LOC6	2.2	2.29	Tumour
218219_s_at	LANCL2	2.601	2.29	Tumour
235924_at		2.477	2.29	Tumour
220235_s_at	C1orf103	2.033	2.29	Tumour
212456_at	KIAA0664	2.013	2.29	Tumour
223104_at	JAGN1	2.041	2.29	Tumour
204709_s_at	KIF23	2.34	2.29	Tumour
209845_at	MKRN1	2.169	2.29	Tumour
230076_at		2.608	2.29	Tumour
202666_s_at	ACTL6A	2.79	2.29	Tumour
238833_at		2.437	2.29	Tumour
225158_at	GFM1	2.16	2.29	Tumour
232313_at	TMEM132C	4.947	2.29	Tumour
1570318_at		7.533	2.29	Tumour
212556_at	SCRIB	2.811	2.29	Tumour
229720_at	BAG1	3.736	2.29	Tumour
222019_at	PFDN6	2.063	2.29	Tumour
217551_at	LOC441453	2.502	2.29	Tumour
227133_at	CXorf39	3.577	2.29	Tumour
227340_s_at	RGMB	2.302	2.29	Tumour
1555996_s_at	EIF4A2	2.563	2.29	Tumour
232605_s_at	LOC646871	2.502	2.29	Tumour
227935_s_at	PCGF5	3.001	2.29	Tumour
226424_at	CAPS	2.092	2.29	Tumour
225473_at	C20orf117	2.056	2.29	Tumour
215807_s_at	PLXNB1	2.185	2.29	Tumour
1557174_a_at	IRAK1BP1	2.083	2.29	Tumour
205128_x_at	PTGS1	4.024	2.29	Tumour
225263_at	HS6ST1	2.77	2.29	Tumour
222703_s_at	YRDC	2.275	2.29	Tumour
45633_at	GINS3	2.799	2.29	Tumour
1565939_at	C5orf22	2.232	2.29	Tumour
220643_s_at	FAIM	2.203	2.29	Tumour
226710_at	MGC70857	2.775	2.29	Tumour
238802_at	TYSND1	3.455	2.29	Tumour
211801_x_at	MFN1	2.947	2.29	Tumour
231784_s_at	WDSOF1	2.8	2.29	Tumour
232017_at	TJP2	2.289	2.29	Tumour
243194_at		5.846	2.29	Tumour
227600_at		2.196	2.29	Tumour
219858_s_at	FLJ20160	2.772	2.29	Tumour
204887_s_at	PLK4	2.305	2.29	Tumour
241941_at	ACSBG2	4.56	2.29	Tumour
224315_at	DDX20	2.244	2.29	Tumour
232319_at	GGPS1	3.66	2.29	Tumour
231232_at		4.313	2.29	Tumour
1557954_at	CXorf15	2.011	2.29	Tumour
202314_at	CYP51A1	2.057	2.29	Tumour
238844_s_at	NPHP1	4.06	2.29	Tumour
238075_at	CHEK1	3.746	2.29	Tumour
235618_at	ZNF507	2.232	2.29	Tumour
213317_at	CLIC5 /// LOC65381	4.922	2.29	Tumour
223320_s_at	ABCB10	2.198	2.29	Tumour
203802_x_at	NSUN5	2.024	2.29	Tumour
211715_s_at	BDH1	4.074	2.29	Tumour
202836_s_at	TXNL4A	2.084	2.29	Tumour
1569709_at	C1orf84	2.718	2.29	Tumour
203189_s_at	NDUFS8	2.208	2.29	Tumour
203155_at	SETDB1	2.22	2.29	Tumour
213280_at	LOC653127	4.615	2.29	Tumour
208951_at	ALDH7A1	2.258	2.29	Tumour
201582_at	SEC23B	2.134	2.29	Tumour
209797_at	TMEM4	2.233	2.29	Tumour
217426_at		2.481	2.29	Tumour
218016_s_at	POLR3E	2.143	2.29	Tumour
219119_at	LSM8	2.304	2.29	Tumour
211905_s_at	ITGB4	2.001	2.29	Tumour
220353_at	FAM86C	2.608	2.29	Tumour
232258_at	TCTE3	2.03	2.29	Tumour
218536_at	MRS2L	2.162	2.29	Tumour
222305_at	HK2	2.788	2.29	Tumour
240756_at	ADC	2.534	2.29	Tumour
202110_at	COX7B	2.034	2.29	Tumour
228930_at		2.108	2.29	Tumour
230684_at	DKFZP686A10121	2.05	2.29	Tumour
1554844_at	EYA3	2.828	2.29	Tumour
237316_at	ANKDD1A	2.359	2.29	Tumour
1554078_s_at	DNAJA3	2.093	2.29	Tumour
207921_x_at	PAX8	2.503	2.29	Tumour
209016_s_at	KRT7	3.174	2.29	Tumour
238156_at	RPS6	4.113	2.29	Tumour
235768_at	SH3RF2	2.873	2.29	Tumour
1556834_at		3.783	2.29	Tumour
227480_at	SUSD2	4.351	2.29	Tumour
239182_at	LOC401022	4.02	2.29	Tumour
224873_s_at	MRPS25	2.757	2.29	Tumour
223327_x_at	LOC388152 /// LOC	3.077	2.29	Tumour
220265_at	GPR107	3.035	2.29	Tumour
211971_s_at	LRPPRC	2.07	2.29	Tumour
1555202_a_at	P15RS	2.713	2.29	Tumour
207043_s_at	SLC6A9	2.534	2.29	Tumour
213907_at	EEF1E1	2.105	2.29	Tumour
215923_s_at	PSD4	2.417	2.29	Tumour
202675_at	SDHB	2.023	2.29	Tumour
1554540_at	C1orf67	2.022	2.29	Tumour
229513_at	STRBP	2.217	2.29	Tumour
224200_s_at	RAD18	2.064	2.29	Tumour
227451_s_at	C6orf79	3.523	2.29	Tumour
208579_x_at	H2BFS	2.085	2.29	Tumour
1555719_a_at	C3orf15	6.103	2.29	Tumour
1552455_at	C9orf65	4.576	2.29	Tumour
1554719_at	NDUFA10	5.237	2.29	Tumour
218133_s_at	NIF3L1	2.306	2.29	Tumour
218186_at	RAB25	4.54	2.29	Tumour
230434_at	PHOSPHO2	3.194	2.29	Tumour
222271_at		5.731	2.29	Tumour
217754_at	DDX56	2.58	2.29	Tumour
213124_at	ZNF473	2.735	3.46	Tumour
216222_s_at	MYO10	2.523	3.46	Tumour
206371_at	FOLR3	4.667	3.46	Tumour
228987_at		2.031	3.46	Tumour
218187_s_at	C8orf33	3.016	3.46	Tumour
1552739_s_at	ST7L	3.184	3.46	Tumour
202350_s_at	MATN2	2.906	3.46	Tumour
238635_at	FLJ21657	2.36	3.46	Tumour
234874_at	ATE1	2.042	3.46	Tumour
241384_x_at	MGC40579	2.693	3.46	Tumour
225439_at	NUDCD1	2.246	3.46	Tumour
221621_at	LOC654434	2.27	3.46	Tumour
208083_s_at	ITGB6	2.384	3.46	Tumour
205264_at	CD3EAP	2.451	3.46	Tumour
202085_at	TJP2	3.302	3.46	Tumour
221452_s_at	TMEM14B	3.51	3.46	Tumour
226569_s_at	CHTF18	2.036	3.46	Tumour
210602_s_at	CDH6	4.308	3.46	Tumour
228434_at	BTNL9	5.114	3.46	Tumour
216962_at	RPAIN	2.623	3.46	Tumour
232662_x_at		2.498	3.46	Tumour
227360_at	RDH13	2.78	3.46	Tumour
206261_at	ZNF239	5.11	3.46	Tumour
236760_at	AMMECR1	3.187	3.46	Tumour
235652_at	SCML1	2.533	3.46	Tumour
1555932_at	TSGA10	2.836	3.46	Tumour
222701_s_at	CHCHD7	2.543	3.46	Tumour
227912_s_at	EXOSC3	2.228	3.46	Tumour
244551_at	FLJ43489	2.084	3.46	Tumour
215629_s_at	DLEU2 /// DLEU2L	2.116	3.46	Tumour
204624_at	ATP7B	3.003	3.46	Tumour
221256_s_at	HDHD3	2.06	3.46	Tumour
225153_at	GFM1	3.069	3.46	Tumour
235253_at	RAD1	2.442	3.46	Tumour
233211_at	MTBP	3.394	3.46	Tumour
204942_s_at	ALDH3B2	4.516	3.46	Tumour
225300_at	C15orf23	2.375	3.46	Tumour
201962_s_at	RNF41	2.451	3.46	Tumour
212568_s_at	DLAT	2.705	3.46	Tumour
227517_s_at	C1orf155	2.223	3.46	Tumour
209623_at	MCCC2	5.334	3.46	Tumour
202054_s_at	ALDH3A2	2.723	3.46	Tumour
226325_at	ADSSL1	2.699	3.46	Tumour
206931_at	ZNF141	3.061	3.46	Tumour
220840_s_at	C1orf112	2.957	3.46	Tumour
240673_at		2.6	3.46	Tumour
213628_at	CLCC1	2.15	3.46	Tumour
235546_at	SPINT1	2.369	3.46	Tumour
230394_at	TCP10L	3.153	3.46	Tumour
223055_s_at	XPO5	2.342	3.46	Tumour
1553528_a_at	TAF5	2.511	3.46	Tumour
228468_at	MASTL	2.327	3.46	Tumour
225465_at	MAGI1	3.156	3.46	Tumour
218115_at	ASF1B	2.608	3.46	Tumour
205034_at	CCNE2	4.288	3.46	Tumour
232873_at	ZNF33A	3.014	3.46	Tumour
205833_s_at	PART1	2.101	3.46	Tumour
202510_s_at	TNFAIP2	2.645	3.46	Tumour
223273_at	C14orf142	2.75	3.46	Tumour
226989_at	RGMB	3.114	3.46	Tumour
202743_at	PIK3R3	4.692	3.46	Tumour
1558277_at	ZNF740	2.178	3.46	Tumour
227717_at	FLJ41603	4.155	3.46	Tumour
222632_s_at	LZTFL1	2.591	3.46	Tumour
226792_s_at	KIFC2	2.223	3.46	Tumour
227282_at	PCDH19	4.02	3.46	Tumour
226259_at	EXOC6	2.521	3.46	Tumour
213424_at	KIAA0895	2.387	3.46	Tumour
229064_s_at		2.685	3.46	Tumour
223413_s_at	LYAR	2.468	3.46	Tumour
209164_s_at	CYB561	4.257	3.46	Tumour
243491_at		2.438	3.46	Tumour
1569923_s_at	LOC285708	2.999	3.46	Tumour
226029_at	VANGL2	2.054	3.46	Tumour
202839_s_at	NDUFB7	2.033	3.46	Tumour
220144_s_at	ANKRD5	2.652	3.46	Tumour
33322_i_at	SFN	2.358	3.46	Tumour
231975_s_at	MIER3	2.117	3.46	Tumour
225727_at	PLEKHH1	2.047	3.46	Tumour
205372_at	PLAG1	7.117	3.46	Tumour
224216_at		2.401	3.46	Tumour
205807_s_at	TUFT1	2.166	3.46	Tumour
206884_s_at	SCEL	4.177	3.46	Tumour
222891_s_at	BCL11A	3.027	3.46	Tumour
209865_at	SLC35A3	3.753	3.46	Tumour
204268_at	S100A2	2.88	3.46	Tumour
242939_at	TFDP1	2.271	3.46	Tumour
229372_at	GOLT1A	2.025	3.46	Tumour
218785_s_at	RABL5	5.004	3.46	Tumour
239036_at	EIF2C1	2.364	3.46	Tumour
230097_at	GART	2.456	3.46	Tumour
212023_s_at	MKI67	2.097	3.46	Tumour
38918_at	SOX13	2.146	3.46	Tumour
225445_at	FLJ25778	2.5	3.46	Tumour
237802_at	XKR4	5.043	3.46	Tumour
217109_at	MUC4	5.543	3.46	Tumour
213858_at	ZNF250	2.189	3.46	Tumour
221646_s_at	ZDHHC11	4.192	3.46	Tumour
217488_x_at	PMS2L3	2.631	3.46	Tumour
228256_s_at	EPB41L4A	4.027	2.29	Tumour
210530_s_at	NR2C1	2.764	2.29	Tumour
228600_x_at	MGC72075	3.293	2.29	Tumour
224676_at	TMED4	2.461	2.29	Tumour
223822_at	SUSD4	5.092	2.29	Tumour
220295_x_at	DEPDC1	4.321	2.29	Tumour
222140_s_at	GPR89A /// LO	2.195	2.29	Tumour
202691_at	SNRPD1	2.196	2.29	Tumour
205565_s_at	FXN	2.423	2.29	Tumour
220661_s_at	ZNF692	2.506	2.29	Tumour
216277_at	BUB1	2.169	2.29	Tumour
217884_at	NAT10	2.126	2.29	Tumour
208795_s_at	MCM7	2.592	2.29	Tumour
225400_at	C1orf19	2.153	2.29	Tumour
220520_s_at	RP13-383K5.2	2.503	2.29	Tumour
243173_at	CABP7	2.678	2.29	Tumour
211682_x_at	UGT2B28	2.87	3.46	Tumour
207219_at	ZNF643	3.408	3.46	Tumour
224753_at	CDCA5	3.236	3.46	Tumour
220912_at	FLJ11827	2.047	3.46	Tumour
237940_s_at	RPL22	2.291	3.46	Tumour
238153_at	PDE6B	2.226	3.46	Tumour
235266_at	ATAD2	2.381	3.46	Tumour
213794_s_at	C14orf120	2.271	3.46	Tumour
239552_at	FLJ14712	5.372	3.46	Tumour
227803_at	ENPP5	2.053	3.46	Tumour
204783_at	MLF1	2.525	3.46	Tumour
227350_at	HELLS	2.477	3.46	Tumour
1558969_a_at	LOC132241 ///	2.529	3.46	Tumour
218689_at	FANCF	2.387	3.46	Tumour
235681_at		3.532	3.46	Tumour
221879_at	CALML4	2.236	3.46	Tumour
242538_at	TFDP1	3.003	3.46	Tumour
238309_x_at	LOC441119	4.067	3.46	Tumour
226822_at	STOX2	2.961	3.46	Tumour
224428_s_at	CDCA7	3.183	3.46	Tumour
240261_at	TOM1L1	2.676	3.46	Tumour
1552368_at	CTCFL	16.6	3.46	Tumour
236030_at	RCOR2	3.25	3.46	Tumour
226970_at	FBXO33	2.194	3.46	Tumour
218757_s_at	UPF3B	2.081	3.46	Tumour
215416_s_at	STOML2	2.286	3.46	Tumour
243943_x_at	C6orf52	10.945	3.46	Tumour
1560738_at	UBE3C	2.097	3.46	Tumour
208952_s_at	LARP5	2.075	3.46	Tumour
213237_at	LOC400506	2.237	3.46	Tumour
241397_at	EHF	3.749	3.46	Tumour
204700_x_at	C1orf107	2.03	3.46	Tumour
222759_at	SUV420H1	2.128	3.46	Tumour
239452_at	CCBP2	2.295	3.46	Tumour
209804_at	DCLRE1A	2.002	3.46	Tumour
214695_at	UBAP2L	2.146	3.46	Tumour
237461_at	NALP7	3.079	3.46	Tumour
212560_at	C11orf32	2.001	3.46	Tumour
243069_at	C10orf57	3.905	3.46	Tumour
228569_at	PAPOLA	2.36	3.46	Tumour
205016_at	TGFA	3.58	3.46	Tumour
243276_at	ALS2CL	3.322	3.46	Tumour
1554555_a_at	SETD6	2.316	3.46	Tumour
220085_at	HELLS	2.996	3.46	Tumour
219984_s_at	HRASLS	6.343	3.46	Tumour
221010_s_at	SIRT5	2.103	3.46	Tumour
48808_at	DHFR /// LOC6	3.577	3.46	Tumour
200769_s_at	MAT2A	2.237	3.46	Tumour
238670_at	RAD18	2.024	3.46	Tumour
210065_s_at	UPK1B	2.638	3.46	Tumour
218658_s_at	ACTR8	2.119	3.46	Tumour
239563_at		2.118	3.46	Tumour
209516_at	SMYD5	2.136	3.46	Tumour
235389_at		5.671	3.46	Tumour
222592_s_at	ACSL5	2.196	3.46	Tumour
212715_s_at	MICAL3	2.484	3.46	Tumour
235062_at	LOC120379	2.615	3.46	Tumour
230598_at		4.588	3.46	Tumour
209498_at	CEACAM1	2.142	3.46	Tumour
212925_at	C19orf21	2.098	3.46	Tumour
204856_at	B3GNT3	2.313	3.46	Tumour
226004_at	CABLES2	2.366	3.46	Tumour
205074_at	SLC22A5	3.765	3.46	Tumour
225914_s_at	CAB39L	2.642	3.46	Tumour
222773_s_at	GALNT12	2.406	3.46	Tumour
239538_at	ZRANB3	3.154	3.46	Tumour
227310_at	ADSS	3.784	3.46	Tumour
239588_s_at	RNF43	2.869	3.46	Tumour
1053_at	RFC2	2.094	3.46	Tumour
228657_at		3.009	3.46	Tumour
231931_at	PRDM15 /// LO	2.384	3.46	Tumour
1553099_at	TIGD1	3.011	3.46	Tumour
209909_s_at		2.238	3.46	Tumour
230720_at	RNF182	4.341	3.46	Tumour
218027_at	MRPL15	2.425	3.46	Tumour
1554470_s_at	BTBD15	2.729	3.46	Tumour
201613_s_at	AP1G2	2.752	3.46	Tumour
226360_at	ZNRF3	2.082	3.46	Tumour
212478_at	RMND5A	2.474	3.46	Tumour
239392_s_at		2.52	3.46	Tumour
223225_s_at	SEH1L	2.298	3.46	Tumour
202534_x_at	DHFR /// LOC6	2.356	3.46	Tumour
239863_at		2.128	3.46	Tumour
229416_at	CRR9	2.578	2.29	Tumour
212686_at	PPM1H	3.379	2.29	Tumour
227182_at	SUSD3	2.069	2.29	Tumour
213050_at	COBL	3.782	2.29	Tumour
212070_at	GPR56	2.839	2.29	Tumour
214746_s_at	ZNF467	2.091	2.29	Tumour
236222_at	C3orf15	2.489	2.29	Tumour
240309_at		2.425	2.29	Tumour
206822_s_at	L3MBTL	2.722	2.29	Tumour
213240_s_at	KRT4	5.177	2.29	Tumour
238443_at		2.759	2.29	Tumour
217547_x_at	ZNF675	2.59	2.29	Tumour
1569407_at		2.787	2.29	Tumour
213008_at	KIAA1794	2.097	2.29	Tumour
225477_s_at	NR2C2	2.788	2.29	Tumour
222139_at	KIAA1466	3.118	2.29	Tumour
227921_at		3.81	3.46	Tumour
227603_at		4.273	3.46	Tumour
242475_at	TMEM140	2.047	3.46	Tumour
229893_at	FRMD3	2.08	3.46	Tumour
229223_at	NFATC3	2.139	3.46	Tumour
218885_s_at	GALNT12	4.997	3.46	Tumour
38766_at	SRCAP	2.004	3.46	Tumour
217218_at	WAPAL	2.057	3.46	Tumour
1559535_s_at		2.515	3.46	Tumour
240352_at		2.771	3.46	Tumour
211774_s_at	MMACHC	3.864	3.46	Tumour
218697_at	NCKIPSD	2.263	3.46	Tumour
201766_at	ELAC2	2.226	3.46	Tumour
222734_at	WARS2	3.19	3.46	Tumour
236085_at	CAPSL	9.649	3.46	Tumour
1554082_a_at	NOL9	2.132	3.46	Tumour
209773_s_at	RRM2	2.642	3.46	Tumour
230747_s_at	C18orf17	2.466	3.46	Tumour
230005_at	DKFZp313A2432	2.322	3.46	Tumour
52285_f_at	CEP76	3.629	3.46	Tumour
240161_s_at	FLJ37927	4.269	3.46	Tumour
224632_at	GPATC4	2.045	3.46	Tumour
225003_at	UNQ501	3.126	3.46	Tumour
225623_at	KIAA1737	2.257	3.46	Tumour
217919_s_at	MRPL42	2.128	3.46	Tumour
234759_at		2.279	3.46	Tumour
1562349_at		2.207	3.46	Tumour
215011_at	RNU17D	2.682	3.46	Tumour
222848_at	FKSG14	2.374	3.46	Tumour
238890_at		2.145	3.46	Tumour
230023_at	NSUN4	2.334	3.46	Tumour
219450_at	C4orf19	3.977	3.46	Tumour
205240_at	GPSM2	2.553	3.46	Tumour
223275_at	PRMT6	2.049	3.46	Tumour
220500_s_at	RABL2B /// RABL2A	2.314	3.46	Tumour
204665_at	SIKE	2.309	3.46	Tumour
209338_at	TFCP2	2.013	3.46	Tumour
205687_at	UBPH	2.109	3.46	Tumour
227520_at	CXorf15	2.338	3.46	Tumour
221868_at	KIAA1155	3.618	3.46	Tumour
242370_at	MTHFD2L	2.073	3.46	Tumour
201249_at	SLC2A1	3.979	3.46	Tumour
215702_s_at	CFTR	9.955	3.46	Tumour
1553246_a_at	FLJ23356	2.11	3.46	Tumour
218049_s_at	MRPL13	2.325	3.46	Tumour
214193_s_at	C1orf107	2.058	3.46	Tumour
1570227_at	COQ9	2.083	3.46	Tumour
205473_at	ATP6V1B1	3.659	3.46	Tumour
230570_at		2.464	3.46	Tumour
232056_at	SCEL	3.014	3.46	Tumour
210175_at	C2orf3	3.499	3.46	Tumour
200734_s_at	ARF3	2.769	3.46	Tumour
231715_s_at	PYCR2	3.905	3.46	Tumour
232895_s_at	SEC14L2	2.151	3.46	Tumour
223616_at	ZNF649	2.382	3.46	Tumour
228877_at	RGL3	3.777	3.46	Tumour
230412_at	NPAS3	2.731	3.46	Tumour
204927_at	RASSF7	2.602	3.46	Tumour
235648_at	ZNF567	2.518	3.46	Tumour
223162_s_at	LCHN	2.431	3.46	Tumour
214455_at	HIST1H2BC	3.765	3.46	Tumour
204244_s_at	DBF4	2.737	3.46	Tumour
214960_at	API5	2.116	3.46	Tumour
226549_at	SBK1	2.386	3.46	Tumour
218174_s_at	C10orf57	2.064	3.46	Tumour
220123_at	SLC35F5	2.423	3.46	Tumour
207910_at	SCGB1D1	3.592	3.46	Tumour
212247_at	NUP205	2.768	3.46	Tumour
